역번호,역명,조사일자,호선,구분,혼잡도,시간
156,신설동,토요일,1호선,하선,26.5,5:30
157,제기동,토요일,1호선,상선,7.6,5:30
157,제기동,토요일,1호선,하선,25.3,5:30
158,청량리,토요일,1호선,상선,6.9,5:30
158,청량리,토요일,1호선,하선,20.6,5:30
159,동묘앞,토요일,1호선,상선,7.7,5:30
159,동묘앞,토요일,1호선,하선,15.5,5:30
201,시청,토요일,2호선,내선,23.7,5:30
201,시청,토요일,2호선,외선,15.1,5:30
202,을지로입구,토요일,2호선,내선,18.1,5:30
202,을지로입구,토요일,2호선,외선,10.1,5:30
203,을지로3가,토요일,2호선,내선,17.2,5:30
203,을지로3가,토요일,2호선,외선,14.9,5:30
204,을지로4가,토요일,2호선,내선,24.5,5:30
204,을지로4가,토요일,2호선,외선,15.6,5:30
205,동대문역사문화공원,토요일,2호선,내선,28.8,5:30
205,동대문역사문화공원,토요일,2호선,외선,15.5,5:30
206,신당,토요일,2호선,내선,32.2,5:30
206,신당,토요일,2호선,외선,21.1,5:30
207,상왕십리,토요일,2호선,내선,30.2,5:30
207,상왕십리,토요일,2호선,외선,18.3,5:30
208,왕십리,토요일,2호선,내선,22.4,5:30
208,왕십리,토요일,2호선,외선,16.8,5:30
209,한양대,토요일,2호선,내선,22.3,5:30
209,한양대,토요일,2호선,외선,11.3,5:30
210,뚝섬,토요일,2호선,내선,22,5:30
210,뚝섬,토요일,2호선,외선,8.2,5:30
211,성수,토요일,2호선,내선,10.1,5:30
211,성수,토요일,2호선,외선,7.3,5:30
212,건대입구,토요일,2호선,내선,9.6,5:30
212,건대입구,토요일,2호선,외선,27.8,5:30
213,구의,토요일,2호선,내선,12.4,5:30
213,구의,토요일,2호선,외선,25.1,5:30
214,강변,토요일,2호선,내선,12.1,5:30
214,강변,토요일,2호선,외선,17.2,5:30
215,잠실나루,토요일,2호선,내선,13.1,5:30
215,잠실나루,토요일,2호선,외선,17.8,5:30
216,잠실,토요일,2호선,내선,17,5:30
216,잠실,토요일,2호선,외선,17.2,5:30
217,신천,토요일,2호선,내선,19.6,5:30
217,신천,토요일,2호선,외선,21.5,5:30
218,종합운동장,토요일,2호선,내선,21.9,5:30
218,종합운동장,토요일,2호선,외선,19.1,5:30
219,삼성,토요일,2호선,내선,17,5:30
219,삼성,토요일,2호선,외선,10.9,5:30
220,선릉,토요일,2호선,내선,21.2,5:30
220,선릉,토요일,2호선,외선,28.4,5:30
221,역삼,토요일,2호선,내선,27.5,5:30
221,역삼,토요일,2호선,외선,40.7,5:30
222,강남,토요일,2호선,내선,36.7,5:30
222,강남,토요일,2호선,외선,44.8,5:30
223,교대,토요일,2호선,내선,35.2,5:30
223,교대,토요일,2호선,외선,55.7,5:30
224,서초,토요일,2호선,내선,32.9,5:30
224,서초,토요일,2호선,외선,56,5:30
225,방배,토요일,2호선,내선,32.6,5:30
225,방배,토요일,2호선,외선,58,5:30
226,사당,토요일,2호선,내선,25.6,5:30
226,사당,토요일,2호선,외선,54.9,5:30
227,낙성대,토요일,2호선,내선,26.6,5:30
227,낙성대,토요일,2호선,외선,59.9,5:30
228,서울대입구,토요일,2호선,내선,17,5:30
228,서울대입구,토요일,2호선,외선,50.9,5:30
229,봉천,토요일,2호선,내선,34.2,5:30
229,봉천,토요일,2호선,외선,56.5,5:30
230,신림,토요일,2호선,내선,38.4,5:30
230,신림,토요일,2호선,외선,52.9,5:30
231,신대방,토요일,2호선,내선,47.7,5:30
231,신대방,토요일,2호선,외선,43.8,5:30
232,구로디지털단지,토요일,2호선,내선,64.4,5:30
232,구로디지털단지,토요일,2호선,외선,39.3,5:30
233,대림,토요일,2호선,내선,81.9,5:30
233,대림,토요일,2호선,외선,34.7,5:30
234,신도림,토요일,2호선,내선,21.2,5:30
234,신도림,토요일,2호선,외선,23.3,5:30
235,문래,토요일,2호선,내선,21.2,5:30
235,문래,토요일,2호선,외선,40.6,5:30
236,영등포구청,토요일,2호선,내선,21,5:30
236,영등포구청,토요일,2호선,외선,40.7,5:30
237,당산,토요일,2호선,내선,21.7,5:30
237,당산,토요일,2호선,외선,39.5,5:30
238,합정,토요일,2호선,내선,19.8,5:30
238,합정,토요일,2호선,외선,42,5:30
239,홍대입구,토요일,2호선,내선,22,5:30
239,홍대입구,토요일,2호선,외선,27,5:30
240,신촌(지하),토요일,2호선,내선,24.7,5:30
240,신촌(지하),토요일,2호선,외선,23.8,5:30
241,이대,토요일,2호선,내선,24.9,5:30
241,이대,토요일,2호선,외선,17.2,5:30
242,아현,토요일,2호선,내선,25,5:30
242,아현,토요일,2호선,외선,17.4,5:30
243,충정로,토요일,2호선,내선,25.8,5:30
243,충정로,토요일,2호선,외선,14.7,5:30
244,용답,토요일,성수지선,내선,11.8,5:30
244,용답,토요일,성수지선,외선,2.3,5:30
245,신답,토요일,성수지선,내선,8.7,5:30
245,신답,토요일,성수지선,외선,2.5,5:30
246,신설동,토요일,성수지선,내선,6.3,5:30
246,신설동,토요일,성수지선,외선,0,5:30
247,도림천,토요일,신정지선,내선,17,5:30
247,도림천,토요일,신정지선,외선,30.7,5:30
248,양천구청,토요일,신정지선,내선,17.6,5:30
248,양천구청,토요일,신정지선,외선,30.5,5:30
249,신정네거리,토요일,신정지선,내선,13.6,5:30
249,신정네거리,토요일,신정지선,외선,26.4,5:30
250,용두,토요일,성수지선,내선,7.7,5:30
250,용두,토요일,성수지선,외선,2.6,5:30
260,까치산,토요일,신정지선,내선,0,5:30
260,까치산,토요일,신정지선,외선,13.8,5:30
309,지축,토요일,3호선,상선,20.7,5:30
309,지축,토요일,3호선,하선,29.9,5:30
310,구파발,토요일,3호선,상선,22.7,5:30
310,구파발,토요일,3호선,하선,3,5:30
311,연신내,토요일,3호선,상선,24.9,5:30
311,연신내,토요일,3호선,하선,9.2,5:30
312,불광,토요일,3호선,상선,22.1,5:30
312,불광,토요일,3호선,하선,13.5,5:30
313,녹번,토요일,3호선,상선,20.2,5:30
313,녹번,토요일,3호선,하선,16.4,5:30
314,홍제,토요일,3호선,상선,21.5,5:30
314,홍제,토요일,3호선,하선,21,5:30
315,무악재,토요일,3호선,상선,17.2,5:30
315,무악재,토요일,3호선,하선,21.6,5:30
316,독립문,토요일,3호선,상선,16.6,5:30
316,독립문,토요일,3호선,하선,17.8,5:30
317,경복궁,토요일,3호선,상선,16.7,5:30
317,경복궁,토요일,3호선,하선,21.2,5:30
318,안국,토요일,3호선,상선,16.4,5:30
318,안국,토요일,3호선,하선,20.9,5:30
319,종로3가,토요일,3호선,상선,16,5:30
319,종로3가,토요일,3호선,하선,17.8,5:30
320,을지로3가,토요일,3호선,상선,8.4,5:30
320,을지로3가,토요일,3호선,하선,17,5:30
321,충무로,토요일,3호선,상선,8.2,5:30
321,충무로,토요일,3호선,하선,19.3,5:30
322,동대입구,토요일,3호선,상선,9.7,5:30
322,동대입구,토요일,3호선,하선,18.9,5:30
323,약수,토요일,3호선,상선,9.6,5:30
323,약수,토요일,3호선,하선,24.6,5:30
324,금호,토요일,3호선,상선,13.8,5:30
324,금호,토요일,3호선,하선,27.1,5:30
325,옥수,토요일,3호선,상선,10.9,5:30
325,옥수,토요일,3호선,하선,32.8,5:30
326,압구정,토요일,3호선,상선,11.3,5:30
326,압구정,토요일,3호선,하선,10.6,5:30
327,신사,토요일,3호선,상선,9.3,5:30
327,신사,토요일,3호선,하선,13,5:30
328,잠원,토요일,3호선,상선,7.4,5:30
328,잠원,토요일,3호선,하선,13.5,5:30
329,고속터미널,토요일,3호선,상선,7.4,5:30
329,고속터미널,토요일,3호선,하선,14,5:30
330,교대,토요일,3호선,상선,9.3,5:30
330,교대,토요일,3호선,하선,16.5,5:30
331,남부터미널,토요일,3호선,상선,6.9,5:30
331,남부터미널,토요일,3호선,하선,14.5,5:30
332,양재,토요일,3호선,상선,6.7,5:30
332,양재,토요일,3호선,하선,7,5:30
333,매봉,토요일,3호선,상선,6.4,5:30
333,매봉,토요일,3호선,하선,7.4,5:30
334,도곡,토요일,3호선,상선,6.3,5:30
334,도곡,토요일,3호선,하선,6.6,5:30
335,대치,토요일,3호선,상선,5.8,5:30
335,대치,토요일,3호선,하선,8,5:30
336,학여울,토요일,3호선,상선,4.8,5:30
336,학여울,토요일,3호선,하선,8.1,5:30
337,대청,토요일,3호선,상선,4.5,5:30
337,대청,토요일,3호선,하선,7.7,5:30
338,일원,토요일,3호선,상선,4,5:30
338,일원,토요일,3호선,하선,7.4,5:30
339,수서,토요일,3호선,상선,4.9,5:30
339,수서,토요일,3호선,하선,6.5,5:30
340,가락시장,토요일,3호선,상선,8.4,5:30
340,가락시장,토요일,3호선,하선,0,5:30
341,경찰병원,토요일,3호선,상선,6.9,5:30
341,경찰병원,토요일,3호선,하선,0,5:30
342,오금,토요일,3호선,상선,5.8,5:30
342,오금,토요일,3호선,하선,0,5:30
409,당고개,토요일,4호선,상선,0,5:30
409,당고개,토요일,4호선,하선,3.3,5:30
410,상계,토요일,4호선,상선,0,5:30
410,상계,토요일,4호선,하선,8.4,5:30
411,노원,토요일,4호선,상선,0,5:30
411,노원,토요일,4호선,하선,10.3,5:30
412,창동,토요일,4호선,상선,0,5:30
412,창동,토요일,4호선,하선,15.8,5:30
413,쌍문,토요일,4호선,상선,0,5:30
413,쌍문,토요일,4호선,하선,21.8,5:30
414,수유,토요일,4호선,상선,42.2,5:30
414,수유,토요일,4호선,하선,28.9,5:30
415,미아,토요일,4호선,상선,41.4,5:30
415,미아,토요일,4호선,하선,32,5:30
416,미아삼거리,토요일,4호선,상선,41.4,5:30
416,미아삼거리,토요일,4호선,하선,36.5,5:30
417,길음,토요일,4호선,상선,40.3,5:30
417,길음,토요일,4호선,하선,42.1,5:30
418,성신여대입구,토요일,4호선,상선,29,5:30
418,성신여대입구,토요일,4호선,하선,45.5,5:30
419,한성대입구,토요일,4호선,상선,29.1,5:30
419,한성대입구,토요일,4호선,하선,36.8,5:30
420,혜화,토요일,4호선,상선,28.9,5:30
420,혜화,토요일,4호선,하선,41.3,5:30
421,동대문,토요일,4호선,상선,26.8,5:30
421,동대문,토요일,4호선,하선,43.6,5:30
422,동대문역사문화공원,토요일,4호선,상선,20.2,5:30
422,동대문역사문화공원,토요일,4호선,하선,34.5,5:30
423,충무로,토요일,4호선,상선,12.4,5:30
423,충무로,토요일,4호선,하선,32.3,5:30
424,명동,토요일,4호선,상선,10,5:30
424,명동,토요일,4호선,하선,32,5:30
425,회현,토요일,4호선,상선,9.5,5:30
425,회현,토요일,4호선,하선,24.8,5:30
426,서울역,토요일,4호선,상선,8.5,5:30
426,서울역,토요일,4호선,하선,21.4,5:30
427,숙대입구,토요일,4호선,상선,11,5:30
427,숙대입구,토요일,4호선,하선,24.7,5:30
428,삼각지,토요일,4호선,상선,9.2,5:30
428,삼각지,토요일,4호선,하선,35.4,5:30
429,신용산,토요일,4호선,상선,9.3,5:30
429,신용산,토요일,4호선,하선,35,5:30
430,이촌,토요일,4호선,상선,9.1,5:30
430,이촌,토요일,4호선,하선,47.8,5:30
431,동작,토요일,4호선,상선,9.7,5:30
431,동작,토요일,4호선,하선,0,5:30
432,총신대입구,토요일,4호선,상선,15.5,5:30
432,총신대입구,토요일,4호선,하선,0,5:30
433,사당,토요일,4호선,상선,14.9,5:30
433,사당,토요일,4호선,하선,20.6,5:30
434,남태령,토요일,4호선,상선,13.8,5:30
434,남태령,토요일,4호선,하선,20.4,5:30
2511,방화,토요일,5호선,상선,0,5:30
2511,방화,토요일,5호선,하선,1.6,5:30
2512,개화산,토요일,5호선,상선,2.4,5:30
2512,개화산,토요일,5호선,하선,3.3,5:30
2513,김포공항,토요일,5호선,상선,5.3,5:30
2513,김포공항,토요일,5호선,하선,8.1,5:30
2514,송정,토요일,5호선,상선,19.5,5:30
2514,송정,토요일,5호선,하선,11.3,5:30
2515,마곡,토요일,5호선,상선,21.8,5:30
2515,마곡,토요일,5호선,하선,12,5:30
2516,발산,토요일,5호선,상선,24.8,5:30
2516,발산,토요일,5호선,하선,13.2,5:30
2517,우장산,토요일,5호선,상선,26.4,5:30
2517,우장산,토요일,5호선,하선,18.3,5:30
2518,화곡,토요일,5호선,상선,25.7,5:30
2518,화곡,토요일,5호선,하선,19.2,5:30
2519,까치산,토요일,5호선,상선,21.1,5:30
2519,까치산,토요일,5호선,하선,19.3,5:30
2520,신정,토요일,5호선,상선,16.6,5:30
2520,신정,토요일,5호선,하선,25.4,5:30
2521,목동,토요일,5호선,상선,15,5:30
2521,목동,토요일,5호선,하선,28.3,5:30
2522,오목교,토요일,5호선,상선,14.3,5:30
2522,오목교,토요일,5호선,하선,28.9,5:30
2523,양평,토요일,5호선,상선,14.3,5:30
2523,양평,토요일,5호선,하선,33.3,5:30
2524,영등포구청,토요일,5호선,상선,14.5,5:30
2524,영등포구청,토요일,5호선,하선,25.8,5:30
2525,영등포시장,토요일,5호선,상선,10.2,5:30
2525,영등포시장,토요일,5호선,하선,26.2,5:30
2526,신길,토요일,5호선,상선,8.5,5:30
2526,신길,토요일,5호선,하선,27.5,5:30
2527,여의도,토요일,5호선,상선,7.5,5:30
2527,여의도,토요일,5호선,하선,24.6,5:30
2528,여의나루,토요일,5호선,상선,10.8,5:30
2528,여의나루,토요일,5호선,하선,24,5:30
2529,마포,토요일,5호선,상선,10.9,5:30
2529,마포,토요일,5호선,하선,23.9,5:30
2530,공덕,토요일,5호선,상선,9.6,5:30
2530,공덕,토요일,5호선,하선,21.5,5:30
2531,애오개,토요일,5호선,상선,8.4,5:30
2531,애오개,토요일,5호선,하선,15.3,5:30
2532,충정로,토요일,5호선,상선,11.9,5:30
2532,충정로,토요일,5호선,하선,15.8,5:30
2533,서대문,토요일,5호선,상선,11.2,5:30
2533,서대문,토요일,5호선,하선,15.8,5:30
2534,광화문,토요일,5호선,상선,10.8,5:30
2534,광화문,토요일,5호선,하선,15.5,5:30
2535,종로3가,토요일,5호선,상선,10.6,5:30
2535,종로3가,토요일,5호선,하선,6.7,5:30
2536,을지로4가,토요일,5호선,상선,12.9,5:30
2536,을지로4가,토요일,5호선,하선,6.1,5:30
2537,동대문역사문화공원,토요일,5호선,상선,13.2,5:30
2537,동대문역사문화공원,토요일,5호선,하선,10.7,5:30
2538,청구,토요일,5호선,상선,12.1,5:30
2538,청구,토요일,5호선,하선,17,5:30
2539,신금호,토요일,5호선,상선,14.2,5:30
2539,신금호,토요일,5호선,하선,18.9,5:30
2540,행당,토요일,5호선,상선,13.3,5:30
2540,행당,토요일,5호선,하선,21.6,5:30
2541,왕십리,토요일,5호선,상선,12.6,5:30
2541,왕십리,토요일,5호선,하선,15.2,5:30
2542,마장,토요일,5호선,상선,22,5:30
2542,마장,토요일,5호선,하선,10,5:30
2543,답십리,토요일,5호선,상선,19.5,5:30
2543,답십리,토요일,5호선,하선,16.2,5:30
2544,장한평,토요일,5호선,상선,17.4,5:30
2544,장한평,토요일,5호선,하선,19.2,5:30
2545,군자,토요일,5호선,상선,16.1,5:30
2545,군자,토요일,5호선,하선,15.9,5:30
2546,아차산,토요일,5호선,상선,22.5,5:30
2546,아차산,토요일,5호선,하선,19.9,5:30
2547,광나루,토요일,5호선,상선,18.3,5:30
2547,광나루,토요일,5호선,하선,20.9,5:30
2548,천호,토요일,5호선,상선,17.4,5:30
2548,천호,토요일,5호선,하선,17.1,5:30
2549,강동,토요일,5호선,상선,13.3,5:30
2549,강동,토요일,5호선,하선,3.3,5:30
2550,길동,토요일,5호선,상선,16.7,5:30
2550,길동,토요일,5호선,하선,13.4,5:30
2551,굽은다리,토요일,5호선,상선,13.4,5:30
2551,굽은다리,토요일,5호선,하선,11.8,5:30
2552,명일,토요일,5호선,상선,9.2,5:30
2552,명일,토요일,5호선,하선,9.5,5:30
2553,고덕,토요일,5호선,상선,7,5:30
2553,고덕,토요일,5호선,하선,6.6,5:30
2554,상일동,토요일,5호선,상선,4.3,5:30
2554,상일동,토요일,5호선,하선,0,5:30
2555,둔촌동,토요일,5호선,상선,9.4,5:30
2555,둔촌동,토요일,5호선,하선,7.8,5:30
2556,올림픽공원(한국체대),토요일,5호선,상선,7.5,5:30
2556,올림픽공원(한국체대),토요일,5호선,하선,7.2,5:30
2557,방이,토요일,5호선,상선,10.2,5:30
2557,방이,토요일,5호선,하선,7.2,5:30
2558,오금,토요일,5호선,상선,9.3,5:30
2558,오금,토요일,5호선,하선,3.9,5:30
2559,개롱,토요일,5호선,상선,12.6,5:30
2559,개롱,토요일,5호선,하선,2.9,5:30
2560,거여,토요일,5호선,상선,9.4,5:30
2560,거여,토요일,5호선,하선,1.1,5:30
2561,마천,토요일,5호선,상선,5.6,5:30
2561,마천,토요일,5호선,하선,0,5:30
2611,응암,토요일,6호선,상선,9.8,5:30
2611,응암,토요일,6호선,하선,18.5,5:30
2612,역촌,토요일,6호선,상선,0,5:30
2612,역촌,토요일,6호선,하선,7.6,5:30
2613,불광,토요일,6호선,상선,0,5:30
2613,불광,토요일,6호선,하선,4.4,5:30
2614,독바위,토요일,6호선,상선,0,5:30
2614,독바위,토요일,6호선,하선,4.3,5:30
2615,연신내,토요일,6호선,상선,0,5:30
2615,연신내,토요일,6호선,하선,8.8,5:30
2616,구산,토요일,6호선,상선,0,5:30
2616,구산,토요일,6호선,하선,11.9,5:30
2617,새절,토요일,6호선,상선,7.4,5:30
2617,새절,토요일,6호선,하선,16.8,5:30
2618,증산,토요일,6호선,상선,6.5,5:30
2618,증산,토요일,6호선,하선,20.8,5:30
2619,디지털미디어시티,토요일,6호선,상선,5.7,5:30
2619,디지털미디어시티,토요일,6호선,하선,17.9,5:30
2620,월드컵경기장,토요일,6호선,상선,8.3,5:30
2620,월드컵경기장,토요일,6호선,하선,17.9,5:30
2621,마포구청,토요일,6호선,상선,8.2,5:30
2621,마포구청,토요일,6호선,하선,20.9,5:30
2622,망원,토요일,6호선,상선,8,5:30
2622,망원,토요일,6호선,하선,24.7,5:30
2623,합정,토요일,6호선,상선,7,5:30
2623,합정,토요일,6호선,하선,14.5,5:30
2624,상수,토요일,6호선,상선,7.2,5:30
2624,상수,토요일,6호선,하선,17.5,5:30
2625,광흥창,토요일,6호선,상선,5.8,5:30
2625,광흥창,토요일,6호선,하선,17.9,5:30
2626,대흥,토요일,6호선,상선,5.3,5:30
2626,대흥,토요일,6호선,하선,18.4,5:30
2627,공덕,토요일,6호선,상선,6.5,5:30
2627,공덕,토요일,6호선,하선,11.8,5:30
2628,효창공원앞,토요일,6호선,상선,12,5:30
2628,효창공원앞,토요일,6호선,하선,12.9,5:30
2629,삼각지,토요일,6호선,상선,12.1,5:30
2629,삼각지,토요일,6호선,하선,11.1,5:30
2630,녹사평,토요일,6호선,상선,16.1,5:30
2630,녹사평,토요일,6호선,하선,11.5,5:30
2631,이태원,토요일,6호선,상선,15.6,5:30
2631,이태원,토요일,6호선,하선,23.8,5:30
2632,한강진,토요일,6호선,상선,6.3,5:30
2632,한강진,토요일,6호선,하선,15.8,5:30
2633,버티고개,토요일,6호선,상선,8.4,5:30
2633,버티고개,토요일,6호선,하선,16.5,5:30
2634,약수,토요일,6호선,상선,8.5,5:30
2634,약수,토요일,6호선,하선,11.2,5:30
2635,청구,토요일,6호선,상선,12,5:30
2635,청구,토요일,6호선,하선,9.6,5:30
2636,신당,토요일,6호선,상선,12.7,5:30
2636,신당,토요일,6호선,하선,12,5:30
2637,동묘앞,토요일,6호선,상선,14.3,5:30
2637,동묘앞,토요일,6호선,하선,11.9,5:30
