범죄대분류,범죄중분류,발생건수,지역
노동범죄,노동범죄,14,경남 거제
안보범죄,안보범죄,1,경남 거제
선거범죄,선거범죄,3,경남 거제
병역범죄,병역범죄,112,경남 거제
기타범죄,기타범죄,957,경남 거제
강력범죄,살인기수,1,경남 김해
강력범죄,살인미수등,7,경남 김해
강력범죄,강도,17,경남 김해
강력범죄,강간,42,경남 김해
강력범죄,유사강간,1,경남 김해
강력범죄,강제추행,114,경남 김해
강력범죄,기타강간강제추행등,7,경남 김해
강력범죄,방화,9,경남 김해
절도범죄,절도,2739,경남 김해
폭력범죄,상해,595,경남 김해
폭력범죄,폭행,1463,경남 김해
폭력범죄,체포감금,4,경남 김해
폭력범죄,협박,92,경남 김해
폭력범죄,약취유인,1,경남 김해
폭력범죄,폭력행위등,356,경남 김해
폭력범죄,공갈,25,경남 김해
폭력범죄,손괴,604,경남 김해
지능범죄,직무유기,4,경남 김해
지능범죄,직권남용,3,경남 김해
지능범죄,증수뢰,2,경남 김해
지능범죄,통화,4,경남 김해
지능범죄,문서인장,127,경남 김해
지능범죄,유가증권인지,1,경남 김해
지능범죄,사기,2611,경남 김해
지능범죄,횡령,357,경남 김해
지능범죄,배임,49,경남 김해
풍속범죄,성풍속범죄,92,경남 김해
풍속범죄,도박범죄,56,경남 김해
특별경제범죄,특별경제범죄,640,경남 김해
마약범죄,마약범죄,121,경남 김해
보건범죄,보건범죄,126,경남 김해
환경범죄,환경범죄,125,경남 김해
교통범죄,교통범죄,8691,경남 김해
노동범죄,노동범죄,14,경남 김해
안보범죄,안보범죄,1,경남 김해
선거범죄,선거범죄,4,경남 김해
병역범죄,병역범죄,198,경남 김해
기타범죄,기타범죄,2018,경남 김해
강력범죄,살인기수,0,경남 마산
강력범죄,살인미수등,0,경남 마산
강력범죄,강도,0,경남 마산
강력범죄,강간,0,경남 마산
강력범죄,유사강간,0,경남 마산
강력범죄,강제추행,1,경남 마산
강력범죄,기타강간강제추행등,0,경남 마산
강력범죄,방화,0,경남 마산
절도범죄,절도,2,경남 마산
폭력범죄,상해,1,경남 마산
폭력범죄,폭행,0,경남 마산
폭력범죄,체포감금,0,경남 마산
폭력범죄,협박,1,경남 마산
폭력범죄,약취유인,0,경남 마산
폭력범죄,폭력행위등,1,경남 마산
폭력범죄,공갈,0,경남 마산
폭력범죄,손괴,0,경남 마산
지능범죄,직무유기,0,경남 마산
지능범죄,직권남용,0,경남 마산
지능범죄,증수뢰,0,경남 마산
지능범죄,통화,0,경남 마산
지능범죄,문서인장,1,경남 마산
지능범죄,유가증권인지,0,경남 마산
지능범죄,사기,51,경남 마산
지능범죄,횡령,2,경남 마산
지능범죄,배임,0,경남 마산
풍속범죄,성풍속범죄,0,경남 마산
풍속범죄,도박범죄,0,경남 마산
특별경제범죄,특별경제범죄,10,경남 마산
마약범죄,마약범죄,1,경남 마산
보건범죄,보건범죄,1,경남 마산
환경범죄,환경범죄,0,경남 마산
교통범죄,교통범죄,2,경남 마산
노동범죄,노동범죄,0,경남 마산
안보범죄,안보범죄,0,경남 마산
선거범죄,선거범죄,0,경남 마산
병역범죄,병역범죄,1,경남 마산
기타범죄,기타범죄,12,경남 마산
강력범죄,살인기수,1,경남 밀양
강력범죄,살인미수등,5,경남 밀양
강력범죄,강도,1,경남 밀양
강력범죄,강간,10,경남 밀양
강력범죄,유사강간,1,경남 밀양
강력범죄,강제추행,20,경남 밀양
강력범죄,기타강간강제추행등,1,경남 밀양
강력범죄,방화,2,경남 밀양
절도범죄,절도,313,경남 밀양
폭력범죄,상해,134,경남 밀양
폭력범죄,폭행,136,경남 밀양
폭력범죄,체포감금,0,경남 밀양
폭력범죄,협박,17,경남 밀양
폭력범죄,약취유인,0,경남 밀양
폭력범죄,폭력행위등,82,경남 밀양
폭력범죄,공갈,9,경남 밀양
폭력범죄,손괴,105,경남 밀양
지능범죄,직무유기,0,경남 밀양
지능범죄,직권남용,0,경남 밀양
지능범죄,증수뢰,0,경남 밀양
지능범죄,통화,1,경남 밀양
지능범죄,문서인장,16,경남 밀양
지능범죄,유가증권인지,0,경남 밀양
지능범죄,사기,431,경남 밀양
지능범죄,횡령,51,경남 밀양
지능범죄,배임,11,경남 밀양
풍속범죄,성풍속범죄,5,경남 밀양
풍속범죄,도박범죄,16,경남 밀양
특별경제범죄,특별경제범죄,109,경남 밀양
마약범죄,마약범죄,43,경남 밀양
보건범죄,보건범죄,51,경남 밀양
환경범죄,환경범죄,19,경남 밀양
교통범죄,교통범죄,1216,경남 밀양
노동범죄,노동범죄,0,경남 밀양
안보범죄,안보범죄,1,경남 밀양
선거범죄,선거범죄,4,경남 밀양
병역범죄,병역범죄,57,경남 밀양
기타범죄,기타범죄,410,경남 밀양
강력범죄,살인기수,0,경남 사천
강력범죄,살인미수등,5,경남 사천
강력범죄,강도,4,경남 사천
강력범죄,강간,12,경남 사천
강력범죄,유사강간,1,경남 사천
강력범죄,강제추행,22,경남 사천
강력범죄,기타강간강제추행등,2,경남 사천
강력범죄,방화,7,경남 사천
절도범죄,절도,358,경남 사천
폭력범죄,상해,194,경남 사천
폭력범죄,폭행,252,경남 사천
폭력범죄,체포감금,2,경남 사천
폭력범죄,협박,15,경남 사천
폭력범죄,약취유인,0,경남 사천
폭력범죄,폭력행위등,78,경남 사천
폭력범죄,공갈,0,경남 사천
폭력범죄,손괴,129,경남 사천
지능범죄,직무유기,2,경남 사천
지능범죄,직권남용,2,경남 사천
지능범죄,증수뢰,1,경남 사천
지능범죄,통화,2,경남 사천
지능범죄,문서인장,16,경남 사천
지능범죄,유가증권인지,0,경남 사천
지능범죄,사기,601,경남 사천
지능범죄,횡령,52,경남 사천
지능범죄,배임,5,경남 사천
풍속범죄,성풍속범죄,6,경남 사천
풍속범죄,도박범죄,10,경남 사천
특별경제범죄,특별경제범죄,145,경남 사천
마약범죄,마약범죄,24,경남 사천
보건범죄,보건범죄,29,경남 사천
환경범죄,환경범죄,18,경남 사천
교통범죄,교통범죄,2517,경남 사천
노동범죄,노동범죄,1,경남 사천
안보범죄,안보범죄,0,경남 사천
선거범죄,선거범죄,5,경남 사천
병역범죄,병역범죄,42,경남 사천
기타범죄,기타범죄,1040,경남 사천
강력범죄,살인기수,2,경남 양산
강력범죄,살인미수등,6,경남 양산
강력범죄,강도,2,경남 양산
강력범죄,강간,35,경남 양산
강력범죄,유사강간,3,경남 양산
강력범죄,강제추행,59,경남 양산
강력범죄,기타강간강제추행등,1,경남 양산
강력범죄,방화,9,경남 양산
절도범죄,절도,1205,경남 양산
폭력범죄,상해,307,경남 양산
폭력범죄,폭행,613,경남 양산
폭력범죄,체포감금,10,경남 양산
폭력범죄,협박,49,경남 양산
폭력범죄,약취유인,0,경남 양산
폭력범죄,폭력행위등,144,경남 양산
폭력범죄,공갈,16,경남 양산
폭력범죄,손괴,323,경남 양산
지능범죄,직무유기,2,경남 양산
지능범죄,직권남용,5,경남 양산
지능범죄,증수뢰,0,경남 양산
지능범죄,통화,2,경남 양산
지능범죄,문서인장,47,경남 양산
지능범죄,유가증권인지,0,경남 양산
지능범죄,사기,1256,경남 양산
지능범죄,횡령,180,경남 양산
지능범죄,배임,19,경남 양산
풍속범죄,성풍속범죄,52,경남 양산
풍속범죄,도박범죄,24,경남 양산
특별경제범죄,특별경제범죄,310,경남 양산
마약범죄,마약범죄,25,경남 양산
보건범죄,보건범죄,57,경남 양산
환경범죄,환경범죄,7,경남 양산
교통범죄,교통범죄,3759,경남 양산
노동범죄,노동범죄,10,경남 양산
안보범죄,안보범죄,0,경남 양산
선거범죄,선거범죄,3,경남 양산
병역범죄,병역범죄,158,경남 양산
기타범죄,기타범죄,978,경남 양산
강력범죄,살인기수,4,경남 진주
강력범죄,살인미수등,0,경남 진주
강력범죄,강도,13,경남 진주
강력범죄,강간,63,경남 진주
강력범죄,유사강간,1,경남 진주
강력범죄,강제추행,58,경남 진주
강력범죄,기타강간강제추행등,4,경남 진주
강력범죄,방화,12,경남 진주
절도범죄,절도,2032,경남 진주
폭력범죄,상해,408,경남 진주
폭력범죄,폭행,698,경남 진주
폭력범죄,체포감금,10,경남 진주
폭력범죄,협박,58,경남 진주
폭력범죄,약취유인,0,경남 진주
폭력범죄,폭력행위등,202,경남 진주
폭력범죄,공갈,19,경남 진주
폭력범죄,손괴,286,경남 진주
지능범죄,직무유기,5,경남 진주
지능범죄,직권남용,3,경남 진주
지능범죄,증수뢰,1,경남 진주
지능범죄,통화,6,경남 진주
지능범죄,문서인장,60,경남 진주
지능범죄,유가증권인지,0,경남 진주
지능범죄,사기,1441,경남 진주
지능범죄,횡령,165,경남 진주
지능범죄,배임,19,경남 진주
풍속범죄,성풍속범죄,37,경남 진주
풍속범죄,도박범죄,27,경남 진주
특별경제범죄,특별경제범죄,399,경남 진주
마약범죄,마약범죄,90,경남 진주
보건범죄,보건범죄,123,경남 진주
환경범죄,환경범죄,20,경남 진주
교통범죄,교통범죄,3351,경남 진주
노동범죄,노동범죄,0,경남 진주
안보범죄,안보범죄,1,경남 진주
선거범죄,선거범죄,30,경남 진주
병역범죄,병역범죄,92,경남 진주
기타범죄,기타범죄,933,경남 진주
강력범죄,살인기수,7,경남 창원
강력범죄,살인미수등,13,경남 창원
강력범죄,강도,26,경남 창원
강력범죄,강간,85,경남 창원
강력범죄,유사강간,8,경남 창원
강력범죄,강제추행,172,경남 창원
강력범죄,기타강간강제추행등,13,경남 창원
강력범죄,방화,33,경남 창원
절도범죄,절도,5860,경남 창원
폭력범죄,상해,1187,경남 창원
폭력범죄,폭행,2650,경남 창원
폭력범죄,체포감금,17,경남 창원
폭력범죄,협박,160,경남 창원
폭력범죄,약취유인,3,경남 창원
폭력범죄,폭력행위등,669,경남 창원
폭력범죄,공갈,87,경남 창원
폭력범죄,손괴,1199,경남 창원
지능범죄,직무유기,5,경남 창원
지능범죄,직권남용,4,경남 창원
지능범죄,증수뢰,2,경남 창원
지능범죄,통화,12,경남 창원
지능범죄,문서인장,267,경남 창원
지능범죄,유가증권인지,0,경남 창원
지능범죄,사기,6170,경남 창원
지능범죄,횡령,708,경남 창원
지능범죄,배임,62,경남 창원
풍속범죄,성풍속범죄,164,경남 창원
풍속범죄,도박범죄,124,경남 창원
특별경제범죄,특별경제범죄,1018,경남 창원
마약범죄,마약범죄,122,경남 창원
보건범죄,보건범죄,258,경남 창원
환경범죄,환경범죄,77,경남 창원
교통범죄,교통범죄,12650,경남 창원
노동범죄,노동범죄,19,경남 창원
안보범죄,안보범죄,1,경남 창원
선거범죄,선거범죄,17,경남 창원
병역범죄,병역범죄,355,경남 창원
기타범죄,기타범죄,3643,경남 창원
강력범죄,살인기수,2,경남 통영
강력범죄,살인미수등,2,경남 통영
강력범죄,강도,3,경남 통영
강력범죄,강간,11,경남 통영
강력범죄,유사강간,1,경남 통영
강력범죄,강제추행,36,경남 통영
강력범죄,기타강간강제추행등,3,경남 통영
강력범죄,방화,0,경남 통영
절도범죄,절도,602,경남 통영
폭력범죄,상해,321,경남 통영
폭력범죄,폭행,319,경남 통영
폭력범죄,체포감금,5,경남 통영
폭력범죄,협박,26,경남 통영
폭력범죄,약취유인,0,경남 통영
폭력범죄,폭력행위등,138,경남 통영
폭력범죄,공갈,11,경남 통영
폭력범죄,손괴,186,경남 통영
지능범죄,직무유기,2,경남 통영
지능범죄,직권남용,1,경남 통영
지능범죄,증수뢰,0,경남 통영
지능범죄,통화,2,경남 통영
지능범죄,문서인장,22,경남 통영
지능범죄,유가증권인지,0,경남 통영
지능범죄,사기,592,경남 통영
지능범죄,횡령,74,경남 통영
지능범죄,배임,11,경남 통영
풍속범죄,성풍속범죄,12,경남 통영
풍속범죄,도박범죄,89,경남 통영
특별경제범죄,특별경제범죄,111,경남 통영
마약범죄,마약범죄,10,경남 통영
보건범죄,보건범죄,19,경남 통영
환경범죄,환경범죄,21,경남 통영
교통범죄,교통범죄,2936,경남 통영
노동범죄,노동범죄,43,경남 통영
안보범죄,안보범죄,0,경남 통영
선거범죄,선거범죄,4,경남 통영
병역범죄,병역범죄,52,경남 통영
기타범죄,기타범죄,1594,경남 통영
강력범죄,살인기수,0,제주 서귀포
강력범죄,살인미수등,1,제주 서귀포
강력범죄,강도,4,제주 서귀포
강력범죄,강간,14,제주 서귀포
강력범죄,유사강간,1,제주 서귀포
강력범죄,강제추행,32,제주 서귀포
강력범죄,기타강간강제추행등,1,제주 서귀포
강력범죄,방화,12,제주 서귀포
절도범죄,절도,921,제주 서귀포
폭력범죄,상해,269,제주 서귀포
폭력범죄,폭행,570,제주 서귀포
폭력범죄,체포감금,3,제주 서귀포
폭력범죄,협박,56,제주 서귀포
폭력범죄,약취유인,0,제주 서귀포
폭력범죄,폭력행위등,145,제주 서귀포
폭력범죄,공갈,8,제주 서귀포
폭력범죄,손괴,331,제주 서귀포
지능범죄,직무유기,0,제주 서귀포
지능범죄,직권남용,2,제주 서귀포
지능범죄,증수뢰,2,제주 서귀포
지능범죄,통화,2,제주 서귀포
지능범죄,문서인장,34,제주 서귀포
지능범죄,유가증권인지,0,제주 서귀포
지능범죄,사기,695,제주 서귀포
지능범죄,횡령,122,제주 서귀포
지능범죄,배임,131,제주 서귀포
풍속범죄,성풍속범죄,27,제주 서귀포
풍속범죄,도박범죄,38,제주 서귀포
특별경제범죄,특별경제범죄,269,제주 서귀포
마약범죄,마약범죄,6,제주 서귀포
보건범죄,보건범죄,37,제주 서귀포
환경범죄,환경범죄,24,제주 서귀포
교통범죄,교통범죄,3581,제주 서귀포
노동범죄,노동범죄,3,제주 서귀포
안보범죄,안보범죄,0,제주 서귀포
선거범죄,선거범죄,12,제주 서귀포
병역범죄,병역범죄,52,제주 서귀포
기타범죄,기타범죄,1331,제주 서귀포
강력범죄,살인기수,11,제주 제주
강력범죄,살인미수등,16,제주 제주
강력범죄,강도,29,제주 제주
강력범죄,강간,64,제주 제주
강력범죄,유사강간,12,제주 제주
강력범죄,강제추행,165,제주 제주
강력범죄,기타강간강제추행등,11,제주 제주
강력범죄,방화,23,제주 제주
절도범죄,절도,3309,제주 제주
폭력범죄,상해,532,제주 제주
폭력범죄,폭행,1919,제주 제주
폭력범죄,체포감금,9,제주 제주
폭력범죄,협박,234,제주 제주
폭력범죄,약취유인,4,제주 제주
폭력범죄,폭력행위등,383,제주 제주
폭력범죄,공갈,37,제주 제주
폭력범죄,손괴,1018,제주 제주
지능범죄,직무유기,7,제주 제주
지능범죄,직권남용,10,제주 제주
지능범죄,증수뢰,1,제주 제주
지능범죄,통화,14,제주 제주
지능범죄,문서인장,162,제주 제주
지능범죄,유가증권인지,0,제주 제주
지능범죄,사기,2734,제주 제주
지능범죄,횡령,439,제주 제주
지능범죄,배임,36,제주 제주
풍속범죄,성풍속범죄,236,제주 제주
풍속범죄,도박범죄,106,제주 제주
특별경제범죄,특별경제범죄,982,제주 제주
마약범죄,마약범죄,20,제주 제주
보건범죄,보건범죄,131,제주 제주
환경범죄,환경범죄,22,제주 제주
교통범죄,교통범죄,10857,제주 제주
노동범죄,노동범죄,6,제주 제주
안보범죄,안보범죄,0,제주 제주
선거범죄,선거범죄,11,제주 제주
병역범죄,병역범죄,190,제주 제주
기타범죄,기타범죄,3130,제주 제주
강력범죄,살인기수,7,기타도시
강력범죄,살인미수등,4,기타도시
강력범죄,강도,4,기타도시
강력범죄,강간,18,기타도시
강력범죄,유사강간,0,기타도시
강력범죄,강제추행,28,기타도시
강력범죄,기타강간강제추행등,2,기타도시
강력범죄,방화,4,기타도시
절도범죄,절도,643,기타도시
폭력범죄,상해,149,기타도시
폭력범죄,폭행,363,기타도시
폭력범죄,체포감금,4,기타도시
폭력범죄,협박,44,기타도시
폭력범죄,약취유인,0,기타도시
폭력범죄,폭력행위등,95,기타도시
폭력범죄,공갈,26,기타도시
폭력범죄,손괴,144,기타도시
지능범죄,직무유기,2,기타도시
지능범죄,직권남용,2,기타도시
지능범죄,증수뢰,2,기타도시
지능범죄,통화,4,기타도시
지능범죄,문서인장,118,기타도시
지능범죄,유가증권인지,2,기타도시
지능범죄,사기,2097,기타도시
지능범죄,횡령,235,기타도시
지능범죄,배임,33,기타도시
풍속범죄,성풍속범죄,73,기타도시
풍속범죄,도박범죄,46,기타도시
특별경제범죄,특별경제범죄,1631,기타도시
마약범죄,마약범죄,16,기타도시
보건범죄,보건범죄,36,기타도시
환경범죄,환경범죄,30,기타도시
교통범죄,교통범죄,2325,기타도시
노동범죄,노동범죄,1,기타도시
안보범죄,안보범죄,1,기타도시
선거범죄,선거범죄,3,기타도시
병역범죄,병역범죄,155,기타도시
기타범죄,기타범죄,1341,기타도시
강력범죄,살인기수,30,도시이외
강력범죄,살인미수등,44,도시이외
강력범죄,강도,65,도시이외
강력범죄,강간,328,도시이외
강력범죄,유사강간,33,도시이외
강력범죄,강제추행,764,도시이외
강력범죄,기타강간강제추행등,55,도시이외
강력범죄,방화,148,도시이외
절도범죄,절도,11754,도시이외
폭력범죄,상해,3941,도시이외
폭력범죄,폭행,5712,도시이외
폭력범죄,체포감금,87,도시이외
폭력범죄,협박,547,도시이외
폭력범죄,약취유인,14,도시이외
폭력범죄,폭력행위등,2477,도시이외
폭력범죄,공갈,178,도시이외
폭력범죄,손괴,3029,도시이외
지능범죄,직무유기,62,도시이외
지능범죄,직권남용,40,도시이외
지능범죄,증수뢰,24,도시이외
지능범죄,통화,61,도시이외
지능범죄,문서인장,896,도시이외
지능범죄,유가증권인지,12,도시이외
지능범죄,사기,14465,도시이외
지능범죄,횡령,1988,도시이외
지능범죄,배임,308,도시이외
풍속범죄,성풍속범죄,306,도시이외
풍속범죄,도박범죄,744,도시이외
특별경제범죄,특별경제범죄,3027,도시이외
마약범죄,마약범죄,509,도시이외
보건범죄,보건범죄,843,도시이외
환경범죄,환경범죄,503,도시이외
교통범죄,교통범죄,43877,도시이외
노동범죄,노동범죄,45,도시이외
안보범죄,안보범죄,6,도시이외
선거범죄,선거범죄,267,도시이외
병역범죄,병역범죄,808,도시이외
기타범죄,기타범죄,17797,도시이외
